k	Emb         Distance		acc	        prec_wt	    rec_wt      f1_wt       prec_mi	    rec_mi      f1_mi       prec_ma	    rec_ma      f1_ma       time
6	VIT   		Manhattan		0.2174		0.342		0.32		0.296		0.217		0.32		0.259		0.22		0.406		0.204		1.54
6	ResNet		Manhattan		0.2542		0.344		0.362		0.317		0.254		0.362		0.299		0.212		0.474		0.209		1.43
6	VIT   		Euclidean		0.2074		0.295		0.283		0.259		0.207		0.283		0.239		0.189		0.409		0.175		2.02
6	ResNet		Euclidean		0.2508		0.333		0.355		0.314		0.251		0.355		0.294		0.225		0.457		0.223		1.89
7	VIT   		CosineSim		0.2074		0.321		0.291		0.265		0.207		0.291		0.242		0.203		0.431		0.185		5.07
7	ResNet		CosineSim		0.2441		0.326		0.358		0.304		0.244		0.358		0.29		0.222		0.463		0.22		4.87
7	VIT   		Manhattan		0.1839		0.316		0.282		0.256		0.184		0.282		0.223		0.189		0.393		0.167		1.57
7	ResNet		Manhattan		0.2676		0.354		0.386		0.331		0.268		0.386		0.316		0.227		0.508		0.227		1.45
7	VIT   		Euclidean		0.1973		0.314		0.281		0.258		0.197		0.281		0.232		0.199		0.423		0.176		2.02
7	ResNet		Euclidean		0.2542		0.325		0.378		0.323		0.254		0.378		0.304		0.213		0.483		0.222		1.9
8	VIT   		CosineSim		0.1973		0.313		0.298		0.259		0.197		0.298		0.237		0.192		0.435		0.177		5.08
8	ResNet		CosineSim		0.2475		0.34		0.368		0.314		0.247		0.368		0.296		0.234		0.477		0.232		4.9
8	VIT   		Manhattan		0.1873		0.318		0.287		0.257		0.187		0.287		0.227		0.19		0.415		0.167		1.55
8	ResNet		Manhattan		0.2676		0.347		0.388		0.328		0.268		0.388		0.317		0.227		0.516		0.229		1.44
8	VIT   		Euclidean		0.1873		0.31		0.268		0.248		0.187		0.268		0.22		0.202		0.413		0.175		2.01
8	ResNet		Euclidean		0.2542		0.335		0.376		0.324		0.254		0.376		0.303		0.221		0.467		0.225		1.93
9	VIT   		CosineSim		0.1906		0.306		0.298		0.255		0.191		0.298		0.233		0.183		0.438		0.169		6.56
9	ResNet		CosineSim		0.2542		0.354		0.386		0.329		0.254		0.386		0.306		0.248		0.491		0.245		5.0
9	VIT   		Manhattan		0.1906		0.312		0.295		0.257		0.191		0.295		0.232		0.187		0.418		0.167		1.58
9	ResNet		Manhattan		0.2508		0.32		0.366		0.306		0.251		0.366		0.298		0.215		0.491		0.218		1.78
9	VIT   		Euclidean		0.1773		0.279		0.259		0.231		0.177		0.259		0.21		0.17		0.407		0.154		2.07
9	ResNet		Euclidean		0.2542		0.333		0.382		0.326		0.254		0.382		0.305		0.23		0.469		0.234		1.92
10	VIT   		CosineSim		0.194		0.317		0.301		0.26		0.194		0.301		0.236		0.19		0.445		0.171		5.13
10	ResNet		CosineSim		0.2575		0.34		0.403		0.337		0.258		0.403		0.314		0.243		0.508		0.251		4.95
10	VIT   		Manhattan		0.1906		0.303		0.289		0.249		0.191		0.289		0.23		0.187		0.42		0.166		1.6
10	ResNet		Manhattan		0.2575		0.337		0.395		0.327		0.258		0.395		0.312		0.223		0.515		0.226		1.45
10	VIT   		Euclidean		0.1806		0.287		0.267		0.236		0.181		0.267		0.216		0.174		0.418		0.158		2.04
10	ResNet		Euclidean		0.2609		0.317		0.39		0.323		0.261		0.39		0.313		0.22		0.484		0.231		1.94
11	VIT   		CosineSim		0.1973		0.295		0.309		0.263		0.197		0.309		0.241		0.18		0.433		0.166		5.23
11	ResNet		CosineSim		0.2542		0.322		0.392		0.323		0.254		0.392		0.308		0.228		0.497		0.239		4.93
11	VIT   		Manhattan		0.1806		0.29		0.284		0.24		0.181		0.284		0.221		0.176		0.433		0.159		1.59
11	ResNet		Manhattan		0.2609		0.345		0.398		0.328		0.261		0.398		0.315		0.224		0.498		0.226		1.46
11	VIT   		Euclidean		0.1873		0.292		0.276		0.244		0.187		0.276		0.223		0.176		0.408		0.158		2.04
11	ResNet		Euclidean		0.2542		0.303		0.386		0.314		0.254		0.386		0.306		0.214		0.488		0.228		1.94
12	VIT   		CosineSim		0.1806		0.285		0.289		0.24		0.181		0.289		0.222		0.169		0.413		0.15		5.34
12	ResNet		CosineSim		0.2475		0.325		0.394		0.32		0.247		0.394		0.304		0.231		0.499		0.237		4.98
12	VIT   		Manhattan		0.1839		0.286		0.304		0.25		0.184		0.304		0.229		0.169		0.446		0.159		1.59
12	ResNet		Manhattan		0.2609		0.346		0.398		0.329		0.261		0.398		0.315		0.226		0.499		0.225		1.49
12	VIT   		Euclidean		0.1773		0.295		0.272		0.235		0.177		0.272		0.215		0.176		0.388		0.154		2.06
12	ResNet		Euclidean		0.2642		0.319		0.401		0.326		0.264		0.401		0.319		0.228		0.51		0.24		1.93
13	VIT   		CosineSim		0.1906		0.302		0.298		0.252		0.191		0.298		0.233		0.194		0.402		0.17		5.19
13	ResNet		CosineSim		0.2341		0.316		0.38		0.307		0.234		0.38		0.29		0.221		0.497		0.226		4.93
13	VIT   		Manhattan		0.1839		0.292		0.301		0.252		0.184		0.301		0.228		0.179		0.445		0.169		1.59
13	ResNet		Manhattan		0.2742		0.361		0.421		0.347		0.274		0.421		0.332		0.242		0.519		0.242		1.52
13	VIT   		Euclidean		0.1672		0.295		0.259		0.217		0.167		0.259		0.203		0.177		0.389		0.149		2.08
13	ResNet		Euclidean		0.2575		0.33		0.399		0.328		0.258		0.399		0.313		0.227		0.514		0.234		1.93
14	VIT   		CosineSim		0.1906		0.3		    0.302		0.252		0.191		0.302		0.234		0.19		0.418		0.168		5.15
14	ResNet		CosineSim		0.2341		0.309		0.385		0.311		0.234		0.385		0.291		0.209		0.497		0.215		4.91
14	VIT   		Manhattan		0.1873		0.277		0.299		0.249		0.187		0.299		0.23		0.171		0.434		0.165		1.6
14	ResNet		Manhattan		0.2776		0.368		0.435		0.355		0.278		0.435		0.339		0.246		0.532		0.247		1.5
14	VIT   		Euclidean		0.1672		0.26		0.259		0.211		0.167		0.259		0.203		0.169		0.381		0.149		2.05
14	ResNet		Euclidean		0.2542		0.332		0.4		    0.326		0.254		0.4		    0.311		0.224		0.512		0.229		1.93
15	VIT   		CosineSim		0.1973		0.31		0.307		0.257		0.197		0.307		0.24		0.209		0.434		0.182		5.18
15	ResNet		CosineSim		0.2441		0.322		0.401		0.323		0.244		0.401		0.304		0.215		0.516		0.221		4.96
15	VIT   		Manhattan		0.1839		0.269		0.304		0.247		0.184		0.304		0.229		0.164		0.431		0.158		1.62
15	ResNet		Manhattan		0.2709		0.359		0.426		0.344		0.271		0.426		0.331		0.237		0.531		0.24		1.46
15	VIT   		Euclidean		0.1773		0.264		0.285		0.228		0.177		0.285		0.219		0.171		0.411		0.157		2.12
15	ResNet		Euclidean		0.2475		0.329		0.402		0.326		0.247		0.402		0.306		0.219		0.51		0.224		1.96
16	VIT   		CosineSim		0.194		0.311		0.315		0.259		0.194		0.315		0.24		0.21		0.459		0.184		5.13
16	ResNet		CosineSim		0.2341		0.299		0.4		    0.31		0.234		0.4		    0.295		0.191		0.517		0.208		4.9
16	VIT   		Manhattan		0.1773		0.253		0.296		0.234		0.177		0.296		0.222		0.154		0.401		0.149		1.6
16	ResNet		Manhattan		0.2575		0.343		0.416		0.331		0.258		0.416		0.318		0.22		0.528		0.227		1.47
16	VIT   		Euclidean		0.1639		0.258		0.266		0.218		0.164		0.266		0.203		0.162		0.404		0.145		2.06
16	ResNet		Euclidean		0.2475		0.331		0.404		0.326		0.247		0.404		0.307		0.226		0.526		0.231		1.93
17	VIT   		CosineSim		0.1806		0.297		0.293		0.242		0.181		0.293		0.224		0.204		0.45		0.176		5.15
17	ResNet		CosineSim		0.2341		0.314		0.405		0.319		0.234		0.405		0.297		0.207		0.501		0.219		4.97
17	VIT   		Manhattan		0.1706		0.254		0.288		0.229		0.171		0.288		0.214		0.155		0.411		0.146		1.61
17	ResNet		Manhattan		0.2508		0.336		0.412		0.325		0.251		0.412		0.312		0.212		0.512		0.22		1.5
17	VIT   		Euclidean		0.1706		0.265		0.285		0.233		0.171		0.285		0.213		0.17		0.424		0.155		2.06
17	ResNet		Euclidean		0.2508		0.34		0.408		0.329		0.251		0.408		0.311		0.227		0.52		0.227		1.93
18	VIT   		CosineSim		0.1839		0.276		0.302		0.242		0.184		0.302		0.229		0.196		0.451		0.177		5.19
18	ResNet		CosineSim		0.2308		0.298		0.392		0.303		0.231		0.392		0.291		0.19		0.485		0.205		4.92
18	VIT   		Manhattan		0.1706		0.246		0.291		0.232		0.171		0.291		0.215		0.15		0.427		0.147		1.61
18	ResNet		Manhattan		0.2575		0.344		0.412		0.326		0.258		0.412		0.317		0.22		0.495		0.222		1.5
18	VIT   		Euclidean		0.1739		0.268		0.286		0.236		0.174		0.286		0.216		0.176		0.431		0.161		2.08
18	ResNet		Euclidean		0.2508		0.349		0.395		0.322		0.251		0.395		0.307		0.228		0.514		0.223		1.96
19	VIT   		CosineSim		0.1873		0.281		0.313		0.252		0.187		0.313		0.234		0.192		0.462		0.177		5.14
19	ResNet		CosineSim		0.2207		0.277		0.367		0.281		0.221		0.367		0.276		0.178		0.465		0.192		4.9
19	VIT   		Manhattan		0.1773		0.276		0.312		0.253		0.177		0.312		0.226		0.169		0.452		0.16		1.61
19	ResNet		Manhattan		0.2475		0.329		0.402		0.314		0.247		0.402		0.306		0.202		0.476		0.207		1.51
19	VIT   		Euclidean		0.1639		0.244		0.275		0.219		0.164		0.275		0.205		0.153		0.405		0.144		2.06
19	ResNet		Euclidean		0.2408		0.348		0.383		0.311		0.241		0.383		0.296		0.224		0.501		0.215		1.96
20	VIT   		CosineSim		0.1739		0.267		0.292		0.236		0.174		0.292		0.218		0.183		0.451		0.166		5.15
20	ResNet		CosineSim		0.2241		0.276		0.381		0.284		0.224		0.381		0.282		0.183		0.492		0.2		    4.94
20	VIT   		Manhattan		0.1739		0.244		0.311		0.241		0.174		0.311		0.223		0.162		0.446		0.161		1.64
20	ResNet		Manhattan		0.2375		0.334		0.39		0.305		0.237		0.39		0.295		0.207		0.476		0.204		1.49
20	VIT   		Euclidean		0.1605		0.218		0.277		0.215		0.161		0.277		0.203		0.146		0.385		0.146		2.13
20	ResNet		Euclidean		0.2308		0.333		0.369		0.296		0.231		0.369		0.284		0.215		0.484		0.204		1.96
21	VIT   		CosineSim		0.1739		0.26		0.283		0.232		0.174		0.283		0.215		0.187		0.448		0.17		5.14
21	ResNet		CosineSim		0.2207		0.275		0.382		0.286		0.221		0.382		0.28		0.185		0.496		0.203		4.95
21	VIT   		Manhattan		0.1806		0.252		0.338		0.257		0.181		0.338		0.235		0.157		0.458		0.162		1.65
21	ResNet		Manhattan		0.2308		0.331		0.373		0.293		0.231		0.373		0.285		0.199		0.478		0.192		1.53
21	VIT   		Euclidean		0.1605		0.23		0.284		0.22		0.161		0.284		0.205		0.156		0.39		0.153		2.08
21	ResNet		Euclidean		0.2408		0.318		0.409		0.315		0.241		0.409		0.303		0.215		0.507		0.223		1.98
22	VIT   		CosineSim		0.1672		0.23		0.273		0.218		0.167		0.273		0.207		0.166		0.432		0.16		5.21
22	ResNet		CosineSim		0.2241		0.294		0.394		0.301		0.224		0.394		0.286		0.214		0.514		0.227		5.06
22	VIT   		Manhattan		0.1806		0.263		0.327		0.255		0.181		0.327		0.233		0.158		0.462		0.158		1.65
22	ResNet		Manhattan		0.2174		0.317		0.361		0.28		0.217		0.361		0.271		0.197		0.464		0.189		1.56
22	VIT   		Euclidean		0.1706		0.268		0.305		0.244		0.171		0.305		0.219		0.18		0.4		    0.169		2.11
22	ResNet		Euclidean		0.2375		0.318		0.401		0.313		0.237		0.401		0.298		0.226		0.499		0.23		2.02
23	VIT   		CosineSim		0.1706		0.238		0.274		0.218		0.171		0.274		0.21		0.168		0.425		0.157		5.33
23	ResNet		CosineSim		0.2241		0.283		0.39		0.294		0.224		0.39		0.285		0.212		0.502		0.226		5.08
23	VIT   		Manhattan		0.1773		0.267		0.321		0.248		0.177		0.321		0.228		0.164		0.457		0.158		1.75
23	ResNet		Manhattan		0.2241		0.334		0.374		0.296		0.224		0.374		0.28		0.209		0.464		0.199		1.57
23	VIT   		Euclidean		0.1639		0.237		0.293		0.224		0.164		0.293		0.21		0.166		0.385		0.16		2.15
23	ResNet		Euclidean		0.2341		0.311		0.393		0.307		0.234		0.393		0.294		0.22		0.49		0.224		2.02
24	VIT   		CosineSim		0.1706		0.237		0.273		0.22		0.171		0.273		0.21		0.17		0.397		0.16		5.24
24	ResNet		CosineSim		0.2174		0.292		0.38		0.287		0.217		0.38		0.277		0.206		0.489		0.212		4.99
24	VIT   		Manhattan		0.1739		0.29		0.315		0.252		0.174		0.315		0.224		0.175		0.438		0.161		1.68
24	ResNet		Manhattan		0.2241		0.329		0.374		0.295		0.224		0.374		0.28		0.211		0.447		0.203		1.57
24	VIT   		Euclidean		0.1639		0.232		0.301		0.222		0.164		0.301		0.212		0.153		0.399		0.151		2.14
24	ResNet		Euclidean		0.2241		0.297		0.379		0.293		0.224		0.379		0.282		0.202		0.482		0.208		2.04
25	VIT   		CosineSim		0.1739		0.24		0.286		0.225		0.174		0.286		0.216		0.17		0.405		0.161		5.34
25	ResNet		CosineSim		0.214		0.29		0.388		0.294		0.214		0.388		0.276		0.209		0.495		0.22		5.04
25	VIT   		Manhattan		0.1739		0.286		0.31		0.249		0.174		0.31		0.223		0.174		0.414		0.16		1.69
25	ResNet		Manhattan		0.2308		0.337		0.394		0.311		0.231		0.394		0.291		0.221		0.481		0.217		1.56
25	VIT   		Euclidean		0.1572		0.233		0.287		0.218		0.157		0.287		0.203		0.153		0.381		0.148		2.16
25	ResNet		Euclidean		0.2241		0.301		0.385		0.297		0.224		0.385		0.283		0.2		    0.487		0.206		2.03
26	VIT   		CosineSim		0.1773		0.239		0.291		0.226		0.177		0.291		0.22		0.174		0.41		0.165		5.26
26	ResNet		CosineSim		0.214		0.285		0.376		0.285		0.214		0.376		0.273		0.208		0.449		0.214		5.03
26	VIT   		Manhattan		0.1706		0.259		0.298		0.23		0.171		0.298		0.217		0.156		0.401		0.146		1.69
26	ResNet		Manhattan		0.2274		0.341		0.389		0.307		0.227		0.389		0.287		0.221		0.473		0.213		1.59
26	VIT   		Euclidean		0.1639		0.256		0.293		0.232		0.164		0.293		0.21		0.167		0.397		0.156		2.18
26	ResNet		Euclidean		0.2207		0.287		0.384		0.29		0.221		0.384		0.28		0.195		0.488		0.203		2.07
27	VIT   		CosineSim		0.1672		0.227		0.282		0.216		0.167		0.282		0.21		0.165		0.402		0.158		5.26
27	ResNet		CosineSim		0.214		0.297		0.364		0.278		0.214		0.364		0.269		0.215		0.437		0.208		5.21
27	VIT   		Manhattan		0.1773		0.259		0.31		0.235		0.177		0.31		0.226		0.156		0.407		0.149		1.73
27	ResNet		Manhattan		0.2308		0.344		0.388		0.306		0.231		0.388		0.289		0.232		0.454		0.219		1.63
27	VIT   		Euclidean		0.1605		0.249		0.294		0.229		0.161		0.294		0.208		0.165		0.402		0.156		2.19
27	ResNet		Euclidean		0.2174		0.286		0.376		0.285		0.217		0.376		0.275		0.189		0.47		0.197		2.1
28	VIT   		CosineSim		0.1739		0.24		0.292		0.227		0.174		0.292		0.218		0.172		0.394		0.164		5.27
28	ResNet		CosineSim		0.2107		0.292		0.356		0.273		0.211		0.356		0.265		0.207		0.437		0.201		5.08
28	VIT   		Manhattan		0.1773		0.295		0.308		0.237		0.177		0.308		0.225		0.175		0.399		0.153		1.74
28	ResNet		Manhattan		0.2375		0.357		0.399		0.318		0.237		0.399		0.298		0.239		0.475		0.226		1.62
28	VIT   		Euclidean		0.1639		0.239		0.288		0.222		0.164		0.288		0.209		0.168		0.373		0.159		2.2
28	ResNet		Euclidean		0.2207		0.3		    0.384		0.297		0.221		0.384		0.28		0.196		0.487		0.203		2.07
29	VIT   		CosineSim		0.1672		0.24		0.316		0.239		0.167		0.316		0.219		0.169		0.42		0.169		5.3
29	ResNet		CosineSim		0.2074		0.294		0.354		0.274		0.207		0.354		0.262		0.209		0.44		0.203		5.04
29	VIT   		Manhattan		0.1839		0.296		0.32		0.242		0.184		0.32		0.234		0.173		0.405		0.154		1.73
29	ResNet		Manhattan		0.2341		0.363		0.398		0.319		0.234		0.398		0.295		0.241		0.486		0.23		1.63
29	VIT   		Euclidean		0.1605		0.249		0.286		0.223		0.161		0.286		0.206		0.171		0.364		0.157		2.19
29	ResNet		Euclidean		0.214		0.296		0.376		0.289		0.214		0.376		0.273		0.19		0.486		0.196		2.11
30	VIT   		CosineSim		0.1605		0.225		0.316		0.233		0.161		0.316		0.213		0.156		0.408		0.161		5.23
30	ResNet		CosineSim		0.2107		0.319		0.356		0.281		0.211		0.356		0.265		0.229		0.445		0.211		5.09
30	VIT   		Manhattan		0.1739		0.294		0.315		0.237		0.174		0.315		0.224		0.171		0.396		0.151		1.72
30	ResNet		Manhattan		0.2375		0.375		0.401		0.327		0.237		0.401		0.298		0.261		0.49		0.244		1.63
30	VIT   		Euclidean		0.1672		0.265		0.307		0.233		0.167		0.307		0.216		0.18		0.392		0.163		2.22
30	ResNet		Euclidean		0.2174		0.313		0.382		0.299		0.217		0.382		0.277		0.204		0.493		0.205		2.1
31	VIT   		CosineSim		0.1572		0.211		0.311		0.224		0.157		0.311		0.209		0.152		0.401		0.16		5.28
31	ResNet		CosineSim		0.2107		0.315		0.366		0.286		0.211		0.366		0.268		0.225		0.459		0.214		5.06
31	VIT   		Manhattan		0.1672		0.278		0.303		0.224		0.167		0.303		0.216		0.157		0.391		0.141		1.76
31	ResNet		Manhattan		0.2341		0.368		0.391		0.32		0.234		0.391		0.293		0.258		0.474		0.242		1.63
31	VIT   		Euclidean		0.1706		0.276		0.315		0.243		0.171		0.315		0.221		0.185		0.395		0.168		2.22
31	ResNet		Euclidean		0.2174		0.312		0.38		0.298		0.217		0.38		0.277		0.21		0.48		0.21		2.1
32	VIT   		CosineSim		0.1672		0.232		0.316		0.231		0.167		0.316		0.219		0.166		0.394		0.167		5.3
32	ResNet		CosineSim		0.2107		0.317		0.366		0.287		0.211		0.366		0.268		0.225		0.454		0.216		5.09
32	VIT   		Manhattan		0.1706		0.3		    0.317		0.237		0.171		0.317		0.222		0.166		0.4		    0.146		1.78
32	ResNet		Manhattan		0.2308		0.371		0.394		0.323		0.231		0.394		0.291		0.253		0.475		0.239		1.65
32	VIT   		Euclidean		0.1739		0.278		0.325		0.246		0.174		0.325		0.227		0.186		0.39		0.168		2.28
32	ResNet		Euclidean		0.2174		0.315		0.38		0.3		    0.217		0.38		0.277		0.219		0.489		0.22		2.08
33	VIT   		CosineSim		0.1672		0.235		0.316		0.231		0.167		0.316		0.219		0.168		0.394		0.167		5.27
33	ResNet		CosineSim		0.2074		0.316		0.36		0.281		0.207		0.36		0.263		0.227		0.443		0.214		5.08
33	VIT   		Manhattan		0.1706		0.295		0.317		0.236		0.171		0.317		0.222		0.166		0.391		0.147		1.77
33	ResNet		Manhattan		0.2441		0.404		0.401		0.333		0.244		0.401		0.304		0.277		0.483		0.249		1.65
33	VIT   		Euclidean		0.1672		0.253		0.323		0.234		0.167		0.323		0.22		0.174		0.376		0.166		2.21
33	ResNet		Euclidean		0.2107		0.307		0.368		0.29		0.211		0.368		0.268		0.215		0.46		0.213		2.08
34	VIT   		CosineSim		0.1672		0.23		0.314		0.227		0.167		0.314		0.218		0.166		0.394		0.166		5.32
34	ResNet		CosineSim		0.1973		0.309		0.343		0.27		0.197		0.343		0.251		0.228		0.442		0.215		5.1
34	VIT   		Manhattan		0.1739		0.31		0.325		0.245		0.174		0.325		0.227		0.175		0.396		0.153		1.84
34	ResNet		Manhattan		0.2408		0.392		0.398		0.326		0.241		0.398		0.3		    0.272		0.477		0.245		1.71
34	VIT   		Euclidean		0.1605		0.255		0.314		0.231		0.161		0.314		0.212		0.174		0.385		0.162		2.23
34	ResNet		Euclidean		0.2074		0.294		0.356		0.278		0.207		0.356		0.262		0.209		0.451		0.208		2.12
35	VIT   		CosineSim		0.1706		0.241		0.323		0.234		0.171		0.323		0.223		0.174		0.39		0.171		5.31
35	ResNet		CosineSim		0.194		0.3		    0.337		0.264		0.194		0.337		0.246		0.222		0.435		0.21		5.07
35	VIT   		Manhattan		0.1773		0.316		0.331		0.251		0.177		0.331		0.231		0.178		0.399		0.156		1.81
35	ResNet		Manhattan		0.2308		0.356		0.385		0.31		0.231		0.385		0.289		0.257		0.462		0.239		1.72
35	VIT   		Euclidean		0.1572		0.25		0.303		0.223		0.157		0.303		0.207		0.173		0.368		0.16		2.28
35	ResNet		Euclidean		0.194		0.278		0.333		0.257		0.194		0.333		0.245		0.198		0.437		0.194		2.18
36	VIT   		CosineSim		0.1839		0.256		0.346		0.251		0.184		0.346		0.24		0.192		0.411		0.191		5.34
36	ResNet		CosineSim		0.1906		0.306		0.339		0.267		0.191		0.339		0.244		0.224		0.438		0.211		5.12
36	VIT   		Manhattan		0.1806		0.322		0.34		0.256		0.181		0.34		0.236		0.187		0.403		0.164		1.91
36	ResNet		Manhattan		0.2308		0.347		0.381		0.31		0.231		0.381		0.288		0.252		0.45		0.237		1.73
36	VIT   		Euclidean		0.1639		0.258		0.32		0.234		0.164		0.32		0.217		0.188		0.39		0.178		2.32
36	ResNet		Euclidean		0.194		0.274		0.341		0.26		0.194		0.341		0.247		0.199		0.443		0.196		2.17
37	VIT   		CosineSim		0.1806		0.271		0.338		0.25		0.181		0.338		0.235		0.195		0.391		0.185		5.4
37	ResNet		CosineSim		0.1973		0.316		0.347		0.276		0.197		0.347		0.252		0.233		0.436		0.221		5.2
37	VIT   		Manhattan		0.1806		0.314		0.344		0.253		0.181		0.344		0.237		0.179		0.398		0.162		1.87
37	ResNet		Manhattan		0.2341		0.364		0.4		    0.325		0.234		0.4		    0.295		0.269		0.478		0.256		1.73
37	VIT   		Euclidean		0.1672		0.275		0.333		0.243		0.167		0.333		0.223		0.198		0.404		0.185		2.35
37	ResNet		Euclidean		0.1973		0.28		0.347		0.268		0.197		0.347		0.252		0.199		0.441		0.199		2.21
38	VIT   		CosineSim		0.1839		0.265		0.337		0.245		0.184		0.337		0.238		0.191		0.393		0.182		5.34
38	ResNet		CosineSim		0.204		0.34		0.361		0.292		0.204		0.361		0.261		0.253		0.447		0.235		5.17
38	VIT   		Manhattan		0.1806		0.286		0.346		0.242		0.181		0.346		0.237		0.175		0.425		0.169		1.85
38	ResNet		Manhattan		0.2241		0.367		0.39		0.32		0.224		0.39		0.285		0.266		0.479		0.248		1.76
38	VIT   		Euclidean		0.1605		0.243		0.322		0.227		0.161		0.322		0.214		0.185		0.397		0.178		2.34
38	ResNet		Euclidean		0.2007		0.301		0.353		0.279		0.201		0.353		0.256		0.212		0.45		0.209		2.21
39	VIT   		CosineSim		0.1873		0.266		0.344		0.245		0.187		0.344		0.242		0.2		    0.393		0.193		5.39
39	ResNet		CosineSim		0.2074		0.338		0.363		0.292		0.207		0.363		0.264		0.253		0.44		0.238		5.16
39	VIT   		Manhattan		0.1806		0.298		0.358		0.253		0.181		0.358		0.24		0.178		0.442		0.172		1.9
39	ResNet		Manhattan		0.2207		0.371		0.377		0.315		0.221		0.377		0.278		0.266		0.45		0.239		1.76
39	VIT   		Euclidean		0.1572		0.234		0.309		0.218		0.157		0.309		0.208		0.18		0.367		0.171		2.34
39	ResNet		Euclidean		0.204		0.312		0.372		0.291		0.204		0.372		0.263		0.224		0.466		0.221		2.24
40	VIT   		CosineSim		0.1773		0.247		0.325		0.228		0.177		0.325		0.229		0.194		0.383		0.184		5.43
40	ResNet		CosineSim		0.2007		0.318		0.357		0.28		0.201		0.357		0.257		0.23		0.422		0.224		5.27
40	VIT   		Manhattan		0.1706		0.268		0.357		0.242		0.171		0.357		0.231		0.16		0.449		0.163		1.91
40	ResNet		Manhattan		0.2207		0.362		0.377		0.311		0.221		0.377		0.278		0.263		0.45		0.238		1.79
